code,cpv_descr
452315103,compressed air pipeline work for mailing system
452316001,construction work for communication lines
452320002,ancillary works for pipelines and cables
452321003,ancillary works for water pipelines
452321209,irrigation works
452321216,irrigation piping construction work
452321302,storm water piping construction work
452321405,district heating mains construction work
452321412,heating works
452321429,heat transfer station construction work
452321508,works related to water distribution pipelines
452321515,water main refurbishment construction work
452321522,pumping station construction work
452321539,construction work for water towers
452321546,construction work of elevated tanks for drinking water
452322004,ancillary works for electricity power lines
452322107,overhead line construction
452322200,substation construction work
452322217,transformer substation
452323005,construction and ancillary works for telephone and communication lines
452323108,construction work for telephone lines
452323115,roadside emergency telephone lines
452323201,cable broadcasting lines
452323304,erection of aerials
452323311,ancillary works for broadcasting
452323328,ancillary works for telecommunications
452323407,mobile telephone base stations construction work
452324006,sewer construction work
452324109,sewerage work
452324116,foul water piping construction work
452324202,sewage work
452324219,sewage treatment works
452324226,sludge treatment works
452324233,sewage pumping stations construction work
452324240,sewage outfall construction work
452324305,water treatment work
452324312,wastewater pumping station
452324408,construction work for sewage pipes
452324501,drainage construction works
452324518,drainage and surface works
452324525,drainage works
452324532,drains construction work
452324549,rain water basin construction work
452324604,sanitary works
452324707,waste transfer station
452330009,construction foundation and surface works for highways roads
452331000,construction work for highways roads
452331103,motorway construction works
452331206,road construction works
452331213,main road construction works
452331220,ring road construction work
452331237,secondary road construction work
452331244,trunk road construction work
452331251,road junction construction work
452331268,grade separated junction construction work
452331275,t junction construction work
452331282,roundabout construction work
452331299,crossroad construction work
452331309,construction work for highways
452331316,construction work for elevated highways
452331393,highway maintenance work
452331402,roadworks
452331419,road maintenance works
452331426,road repair works
452331440,overpass construction work
452331505,traffic calming works
452331608,paths and other metalled surfaces
452331615,footpath construction work
452331622,cycle path construction work
452332001,various surface works
452332104,surface work for highways
452332207,surface work for roads
452332214,road surface painting work
452332221,paving and asphalting works
452332238,carriageway resurfacing works
452332245,dual carriageway construction work
452332252,single carriageway construction work
452332269,access road construction work
452332276,slip road construction work
452332283,surface coating construction work
452332290,verge maintenance work
452332506,surfacing work except for roads
452332513,resurfacing works
452332520,surface work for streets
452332537,surface work for footpaths
452332609,pedestrian ways construction work
452332616,pedestrian overpass construction work
452332623,pedestrian zone construction work
452332702,parking lot surface painting work
452332805,erection of road barriers
452332908,installation of road signs
452332915,installation of bollards
452332922,installation of safety equipment
452332939,installation of street furniture
452332946,installation of road signals
452333002,foundation work for highways roads streets and footpaths
452333105,foundation work for highways
452333208,foundation work for roads
452333301,foundation work for streets
452333404,foundation work for footpaths
452340006,construction work for railways and cable transport systems
452341007,railway construction works
452341100,intercity railway works
452341117,city railway construction work
452341124,railway depot construction work
452341131,demolition of tracks
452341148,railway embankment construction work
452341155,railway signalling works
452341162,track construction works
452341203,urban railway works
452341210,tramway works
452341227,underground railway works
452341234,partially underground railway works
452341241,underground passenger railway transport
